,text,created_at,retweets,replies,likes,quote_count,place_id,author_id,username,author_followers,author_tweets,author_description,author_location
44,@kadokawa_san #鬼怒川渓谷 、 #中禅寺湖 で #ドローンパフォーマンス (ゴミが出ない。一過的に出来て回収も可能である)#足尾銅山 #世界遺産 登録再申請の為のプランも入っておりますので、その事も付け加えさせていただきます1日だけでも田舎の駅利用者を30万人にしてみる企画 https://t.co/UD5b9aC3v2,2022-10-01_00:59:24,0,0,0,0,,1547486817363996672,naokv4fic5gnGMq,295,5761,ヴェネツィアビエンナーレ出展企画してます。何か協力していただけないでしょうか？Vtuber様4大ファッションコレクション出展、2025大阪万博で岡本太郎を超えたいです。また、栃木ビエンナーレ(下野トリエンナーレ)企画してます。赤ちゃんからご年配の方まで全員に共有拡散何卒宜しくお願い申し上げます🙇‍♂️※釣りではない。,栃木県宇都宮市
45,今日はこちらで失礼します。 https://t.co/x7nQy8IPuB,2022-10-01_00:59:24,0,2,2,0,,2314712030,is_wotawota,1046,101761,いずです。日本は狭い。,私はスキをあきらめない
46,@kimikyun_aming 今日も天使ちゃんが1番星🌟🌟🌟#四葉天使 https://t.co/5nD30TJLrL,2022-10-01_00:59:23,0,0,1,0,,1404078735578394628,Ner9qfKBu9e,41,3745,君に、胸キュン 。あみんぐ大好き！,岐阜・四葉支部
47,2022.09.23(Fri)“『UP DANCE LIVE -スペシャル3DAYS!!-』 at MAGNET by SHIBUYA109『MAG’ｓ PARK』【DAY1-2】“#台風コロッケ#ぴるあぽ 場所: Magnet by Shibuya109 https://t.co/bznQDtTAki,2022-10-01_00:59:23,0,0,0,0,,1711830163,ta_rin0922_0607,1824,142858,@Go_Go_gokokumai @ta_rio0922_0327                                 フォトブック「ミルクホワイト(25)」発売しました☾,幕張のちか区
48,@worker1107 ご苦労さまです✌️最終までご安全に🚚❥❥❥,2022-10-01_00:59:23,0,1,1,0,,1247986348792795136,1fRHA5hvdUekf6V,1300,19719,爺さんドライバーꉂ🤣𐤔4㌧地場夜行運行しています( °_° )因みに食品関係を運搬しています‼️最新のニュースや記事などをツイートします👀‼️宜しくお願い致します🙏,新潟 東区
49,@omutsu_KOF98 おめでとうございます😋🎉,2022-10-01_00:59:22,0,0,1,0,,1059575553064222720,meta_boooon,179,4345,kof98 をぼちぼちやってます。110・183・200鯖☆ 家鉄拳始めました！kof15も触ってはいます！…触っては。,岡山県
50,#あのねぺろりん 時々ミスタイプして #あのねべろりん ってツイートしてしまいます。ゴメンナサイ🙏,2022-10-01_00:59:20,0,0,0,0,,860422909851869184,naokki_3,532,34655,おひつじ座A型ヲタク  ・ぺろりすと履歴書をFAV & RTするBOT 💛ぺろりすと（変異種） ☆鹿目凛ことぺろりん先生推し ・藍色橙色水色黄色推し ※ぺろりん先生の作品を収集しています。お持ちの方で売却希望の方、DM下さい💰,東京 港区
51,お先におやすみガオガオ〜🦁🐾復活の狼煙をあげたこまちゃんに甘やかし＆空前絶後のスパチャ乱舞！ヤンデレも跳ね返して狼狽える狛犬がまた可愛い💕もう少しで1万人突破…応援あるのみꉂꉂ📣#こまこ参り  #阿行こまこ https://t.co/iAGReXcK1G,2022-10-01_00:59:20,0,0,16,0,,995568429842161669,takabo_eki,2575,61237,自分の好きなジャンルの情報が流れる騒がしいアカウントです。無言フォロー失礼しますm(_ _)m RT多めふぁぼ爆多し。良かったら仲良くしてね(*^^*) アイコンはこなつつとむ先生👉(@tsutomu_konatsu),
52,I'm at 若草山 in 奈良市 奈良県 https://t.co/XdPHiaHiGn,2022-10-01_00:59:20,0,0,0,0,,1952096725,k_02k,290,40718,Ange☆ReveやMyDearDarlin' 現場によく現れる                               茉井良菜に真剣なヲタクです,関西のヲタク
53,@mucchi_k ｷｭｲﾝ‼️ｷｭｲﾝｷｭｲﾝｷｭｲﾝｷｭｲﾝｷｭｷｭｷｭｲーﾝ🎊 https://t.co/6eoamMGPto,2022-10-01_00:59:20,0,1,3,0,,120117129,wadaiko_zokkey,727,69154,和太鼓、野球、旅行好きのゾッキーです。ここでは愚痴や毒舌、下ネタが多いですがご容赦を。⚽はジュビロ磐田、⚾では広島カープを応援。2019年8月からタクシー運転手に復帰。最近は広島弁があまり出ない😰常に本音で口の聞き方はチョー怖い＆悪いので注意⚠最近は仕事で悪い事ばかりなので、常にイライラ状態💢極度の女性嫌い🙅,日本国神奈川県横浜市および山陽本線瀬野駅
54,@tou_mikado なるほどです！明日欲しいのあったので、ロフトの後にPARCO行ってみます！ありがとうございます！,2022-10-01_00:59:19,0,1,0,0,,1561312545616510977,dobattoman81,217,1269,8月からソフビを集め始めた新参者です。 無知なので色々教えてもらえると嬉しいです。 今は気に入ったものを集めている状態です。 10月から関東に戻ります。 埼玉、横浜、東京に出没しますのでイベント等でお会いしましたら、よろしくお願いします！,埼玉県所沢市
55,あわもりさんぴんろくたいよん (@ 沖縄ダイニング 琉歌 大宮東口店 - @ryuka_omiya in さいたま市 埼玉県) https://t.co/iWSXcy6TWL,2022-10-01_00:59:19,0,0,1,0,,3004970610,YahMan__10,252,38640,☺︎,入力中...p
56,REBORN発売中です☝🏻是非是非聞いてください🔊🔊🔊 https://t.co/impQPZvv7N,2022-10-01_00:59:18,2,0,7,0,,441916800,wimb_shige,541,5505,inverted triangleでギター弾いてます。DTM作曲 Ableton LIVE、Push2、NI、KOMPLETE、Roland TR-8S LIKE→ AA=、MAD、MINISTRY https://t.co/yxuJ79e3U7,静岡県
57,@koebichanlove ありがとうございます😊長旅でした(笑),2022-10-01_00:59:17,0,0,1,0,,451793766,2222Life,277,1780,神風一門㌠ 日常つぶやきます……マグナ250乗ってます☺️ レオパ飼ってます😌 キャンプ、スノボもやるよ🏕🏂 ジェンダーレス、中性な人,神風一門 京都
58,ちな僕は3次でめんちゃん取って4次投げてませんが5次余ってます(ぇ,2022-10-01_00:59:17,0,1,0,0,,38879196,usadon141,445,97991,↑日奈子命名。アイコンも日奈子画伯(旧姓うさたんはひめたん命名)カープファン。ジェネレーションXを地で逝ってます。好物：音楽、映画、グルメ、雑貨ネタ。ノンポリですので政治、宗教な話題は基本スルー。推しメンは乃木坂ひなこ。推し麺は中本ひやみ。 DDぢゃないんだ…ただ推しの居たグループを推してるだけなんだ…,iphone:35.796631139.466126
59,結婚11ヶ月ー来月で一周年は早すぎる恐ろしい☺️ https://t.co/SntM0Z6gkG,2022-10-01_00:59:16,2,0,19,1,,919884885015199744,98a0001,916,8865,👩🏻‍🍼２児 m a m a 👧🏻👶🏻 ❮@Goti_jzx100❯ 旦那💙🧔🏻 ❮@4kka98❯ ダサい玉 住み 🏘 麺ヘラメンで気分屋 👉🏻👈🏻…,R3.1101 ❤︎⃜ 
60,11月か12月に健康診断受けるのだが、次の定期検診が11月。何度も仕事を抜けるのがアレだから、午前:定期検診、午後:健康診断で予定しようかと思案中。問題は、朝食抜きで定期検診受けて、昼食も抜きで健康診断受けることになるから空腹に耐えられるか😅,2022-10-01_00:59:16,0,1,6,0,,120038988,oscar_photo,350,9032,岩手県生まれで青森県育ちの、ただいま宮城県民。 大迫→久慈→十和田→仙台→川崎→横浜→仙台。 🍖🎹2022全国ツアーと収穫祭観覧の新米。ゆるポタ(クロスバイク、ロードバイク、ミニベロ),宮城県
61,@ktkw 本当はjpegでipadproからAmazonphotoにバックアップして、帰宅後ゆっくりと現像すれば良いかなと…🥺,2022-10-01_00:59:16,0,1,1,0,,911607174161244160,MomoRock2017,861,31889,2017ANAPLT、2021マリオットPLT、2022JGC修行中。カメラはα7c+TAMRON1728/2875/70180/28200。サブカメラα7Ⅱ。子連れでのマイル旅行を楽しむためのテクニック/ガジェット・カメラ・ポイ活大好き/,東京 港区
62,@chts63_cg ソンナコトナイヨ☺️,2022-10-01_00:59:13,0,0,0,0,,836845572619452418,mAru_M_F_,808,4176,mAruです！Marching×Fashionをテーマに斬新かつ求めらるアイデアを模索し、Marchingの新しい可能性を発信します！ 他にも衣装のデザイン、アドバイス等のお仕事も受けておりますのでご依頼、ご質問等はDMで承ります。現在チューバプロテクターの受注は中止してます。ごめんなさい🙇‍♂️,
63,新潟市西区「寺尾バッティングセンター リバプール」が閉店してから3年　 https://t.co/ra7O12S3OY,2022-10-01_00:59:12,1,0,8,0,,2835146892,move_to_niigata,4433,27716,「地方で暮らしちゃえば？-新潟のポテンシャル-」というブログを運営しています。新潟県民はもちろん、地方都市に移住したい人達にとっても新潟ライフの役立つ情報、気になる情報を中心に様々な角度から捉えた新潟情報をお届けします！,
64,自販機でカフェオレ買ったらサボ、ルフィ、エースが出てきた‼️ https://t.co/KYP7jPt3wo,2022-10-01_00:59:12,0,2,16,0,,2566482865,shin_Gt,1330,13124,Annon(MIKROCK'19等のフェスに出演) / サポート(淀川パリジェンヌ) / ラジオ(尼崎FMaiai)出演/ MUSICMAN/ Gibson/FUJIGEN/ SCHECTER/ PEAVEY/ VOVOX /VOX /ゴジラ /スヌーピー / B'z /HELLOWEEN / 聖飢魔II / ギター,大阪 → 兵庫 → etc. → Annon
65,@UranaiBotSco 占って,2022-10-01_00:59:11,0,1,0,0,,1328203945135669248,seira_hoshizora,255,784,5月28日から八幡西区ではるちゃんが行方不明になっています。不妊手術済み・耳カットなし・メス14歳です。シャムトラミックスのような毛色。 #フサフサのしっぽ　が特徴です。餌やり・目撃情報求みます🙏写真📷も撮って頂けると助かります。☆関係各所連絡済み・ペット探偵にも相談済み※目撃情報に無関係のDM❌,
66,@E3sYUZmBnWazucs …気にしないのが1番です😭,2022-10-01_00:59:09,0,1,1,0,,793547653,kaa22koo,608,12506,好きな言葉「笑う門には福来る」好きなもの「青空と雲、美味しいもの、面白いもの、カエル、空や飛ぶ物、薔薇など」iPhoneで撮ってます〜笑           どうぞよろしく❣️,鎌倉市
67,@reimiria_401 おつかれ,2022-10-01_00:59:09,0,0,0,0,,1048850451167244288,PsK6otixPmhW4M8,843,5045,うみが好きやまが好きひとが好きトトロのさつきとメイのお父さん目標趣味はヨットとバイクとダイビング足柄小学校白山中学校小田原高校早稲田大学三菱電機好きなものカレーライスシュークリームバナナ嫌いなものブロッコリー嘘つき戦争重度の抑うつ、双極性障害重度のアルコール依存症,神奈川県鎌倉市台
